Start Time,End Time
10.077460317460318,10.704399092970522
10.704399092970522,11.331337868480725
11.331337868480725,11.935056689342403
11.935056689342403,12.561995464852608
12.561995464852608,13.165714285714285
13.165714285714285,13.769433106575963
13.769433106575963,14.373151927437641
14.373151927437641,15.000090702947846
15.000090702947846,15.62702947845805
15.62702947845805,16.253968253968253
16.253968253968253,16.880907029478458
16.880907029478458,17.507845804988662
17.507845804988662,18.11156462585034
18.11156462585034,18.738503401360543
18.738503401360543,19.365442176870747
19.365442176870747,19.99238095238095
19.99238095238095,20.66575963718821
20.66575963718821,21.269478458049885
21.269478458049885,21.873197278911565
21.873197278911565,22.453696145124717
22.453696145124717,23.08063492063492
23.08063492063492,23.684353741496597
23.684353741496597,24.241632653061224
24.241632653061224,24.91501133786848
24.91501133786848,25.541950113378686
25.541950113378686,26.16888888888889
26.16888888888889,26.772607709750567
26.772607709750567,27.39954648526077
27.39954648526077,28.026485260770976
28.026485260770976,28.63020408163265
28.63020408163265,29.257142857142856
29.257142857142856,29.88408163265306
29.88408163265306,30.48780045351474
30.48780045351474,31.114739229024945
31.114739229024945,31.71845804988662
31.71845804988662,32.345396825396826
32.345396825396826,32.97233560090703
32.97233560090703,33.57605442176871
33.57605442176871,34.202993197278914
34.202993197278914,34.82993197278912
34.82993197278912,35.43365079365079
35.43365079365079,36.060589569160996
36.060589569160996,36.664308390022676
36.664308390022676,37.29124716553288
37.29124716553288,37.918185941043085
37.918185941043085,38.54512471655329
38.54512471655329,39.14884353741497
39.14884353741497,39.77578231292517
39.77578231292517,40.379501133786846
40.379501133786846,46.379501133786846
63.74831389145313,64.72294836204726
64.72294836204726,42.237097505668935
42.237097505668935,42.86403628117914
42.86403628117914,43.490975056689344
43.490975056689344,44.09469387755102
44.09469387755102,44.72163265306123
44.72163265306123,45.348571428571425
45.348571428571425,45.952290249433105
45.952290249433105,46.57922902494331
46.57922902494331,47.206167800453514
47.206167800453514,47.809886621315194
47.809886621315194,48.4368253968254
48.4368253968254,49.04054421768708
49.04054421768708,49.66748299319728
49.66748299319728,50.29442176870748
50.29442176870748,50.89814058956916
50.89814058956916,51.525079365079364
51.525079365079364,52.15201814058957
52.15201814058957,52.75573696145125
52.75573696145125,53.38267573696145
53.38267573696145,53.98639455782313
53.98639455782313,54.61333333333334
54.61333333333334,55.240272108843534
55.240272108843534,55.843990929705214
55.843990929705214,56.47092970521542
56.47092970521542,57.09786848072562
57.09786848072562,57.7015873015873
57.7015873015873,58.30530612244898
58.30530612244898,58.93224489795919
58.93224489795919,59.582403628117916
59.582403628117916,60.25578231292517
60.25578231292517,60.85950113378685
60.85950113378685,61.46321995464853
61.46321995464853,62.02049886621315
62.02049886621315,62.64743764172336
62.64743764172336,63.25115646258504
63.25115646258504,63.831655328798185
63.831655328798185,64.50503401360544
64.50503401360544,65.13197278911565
65.13197278911565,65.75891156462585
65.75891156462585,66.36263038548753
66.36263038548753,66.98956916099773
66.98956916099773,67.5932879818594
67.5932879818594,68.22022675736962
68.22022675736962,68.84716553287981
68.84716553287981,69.4508843537415
69.4508843537415,70.0778231292517
70.0778231292517,70.70476190476191
70.70476190476191,71.30848072562358
71.30848072562358,71.9354195011338
71.9354195011338,72.56235827664399
72.56235827664399,73.16607709750566
73.16607709750566,73.79301587301588
73.79301587301588,74.39673469387755
74.39673469387755,75.02367346938776
75.02367346938776,75.65061224489796
75.65061224489796,76.25433106575964
76.25433106575964,76.88126984126984
76.88126984126984,77.50820861678004
77.50820861678004,78.13514739229025
78.13514739229025,78.73886621315192
78.73886621315192,79.36580498866213
79.36580498866213,79.99274376417233
79.99274376417233,80.61968253968254
80.61968253968254,81.22340136054422
81.22340136054422,81.8271201814059
81.8271201814059,82.4540589569161
82.4540589569161,83.0809977324263
83.0809977324263,83.68471655328798
83.68471655328798,84.31165532879818
84.31165532879818,84.9385941043084
84.9385941043084,85.56553287981859
85.56553287981859,86.1924716553288
86.1924716553288,86.819410430839
86.819410430839,87.42312925170069
87.42312925170069,88.05006802721088
88.05006802721088,88.65378684807256
